"Id","Path","Slice Name","Alias(s)","Label","Min","Max","Must Support?","Is Modifier?","Is Summary?","Type(s)","Short","Definition","Comments","Requirements","Default Value","Meaning When Missing","Fixed Value","Pattern","Example","Minimum Value","Maximum Value","Maximum Length","Binding Strength","Binding Description","Binding Value Set","Code","Slicing Discriminator","Slicing Description","Slicing Ordered","Slicing Rules","Base Path","Base Min","Base Max","Condition(s)","Constraint(s)","Mapping: RIM Mapping"
"SubstanceAdministration","SubstanceAdministration","","","",1,1,"","","","null {[]} {[]}
","Base for all types and resources","Base definition for all types defined in FHIR type system.","","","","","","","","","",,,,,"",,,,"Base",0,*,"","","n/a"
"SubstanceAdministration.classCode","SubstanceAdministration.classCode","","","",1,1,"","","","code {[]} {[]}
","","","","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SBADM""/>","","<valueCode xmlns=""http://hl7.org/fhir"" value=""SBADM""/>","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActClass","",,,,"SubstanceAdministration.classCode",1,1,"",""
"SubstanceAdministration.moodCode","SubstanceAdministration.moodCode","","","",1,1,"","","","code {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.moodCode",1,1,"",""
"SubstanceAdministration.realmCode","SubstanceAdministration.realmCode","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.realmCode",0,*,"",""
"SubstanceAdministration.typeId","SubstanceAdministration.typeId","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.typeId",0,1,"",""
"SubstanceAdministration.templateId","SubstanceAdministration.templateId","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","When valued in an instance, this attribute signals the imposition of a set of template-defined constraints. The value of this attribute provides a unique identifier for the templates in question","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.templateId",0,*,"",""
"SubstanceAdministration.id","SubstanceAdministration.id","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/II {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.id",0,*,"",""
"SubstanceAdministration.code","SubstanceAdministration.code","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CD {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-ActSubstanceAdministrationCode","",,,,"SubstanceAdministration.code",0,1,"",""
"SubstanceAdministration.negationInd","SubstanceAdministration.negationInd","","","",0,1,"","","","boolean {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.negationInd",0,1,"",""
"SubstanceAdministration.text","SubstanceAdministration.text","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/ED {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.text",0,1,"",""
"SubstanceAdministration.statusCode","SubstanceAdministration.statusCode","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CS {[]} {[]}
","","","","","","","","","","","",,"required","","http://terminology.hl7.org/ValueSet/v3-ActStatus","",,,,"SubstanceAdministration.statusCode",0,1,"",""
"SubstanceAdministration.effectiveTime","SubstanceAdministration.effectiveTime","","","",0,*,"","","","http://hl7.org/fhir/cda/StructureDefinition/SXCM-TS {[]} {[]}
http://hl7.org/fhir/cda/StructureDefinition/IVL-TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/EIVL-TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/PIVL-TS {[]} {[]}http://hl7.org/fhir/cda/StructureDefinition/SXPR-TS {[]} {[]}","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.effectiveTime",0,*,"",""
"SubstanceAdministration.priorityCode","SubstanceAdministration.priorityCode","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-ActPriority","",,,,"SubstanceAdministration.priorityCode",0,1,"",""
"SubstanceAdministration.repeatNumber","SubstanceAdministration.repeatNumber","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/IVL-INT {[]} {[]}
","","","","","","","","","","","",,,,,"",,,,"SubstanceAdministration.repeatNumber",0,1,"",""
"SubstanceAdministration.routeCode","SubstanceAdministration.routeCode","","","",0,1,"","","","http://hl7.org/fhir/cda/StructureDefinition/CE {[]} {[]}
","","","","","","","","","","","",,"extensible","","http://terminology.hl7.org/ValueSet/v3-RouteOfAdministration","",,,,"SubstanceAdministration.routeCode",0,1,"",""
